"(tBodyAccMean,gravity)" "(tBodyAccJerkMean),gravityMean)" "(tBodyGyroMean,gravityMean)" "(tBodyGyroJerkMean,gravityMean)" "(X,gravityMean)" "(Y,gravityMean)" "(Z,gravityMean)" "label" "class" "subject"
"805" 0.21589264 -0.88318673 -0.96361269 0.83701223 -0.99382731 0.094589025 0.024126193 "walking_downstairs" "train" "5"
"806" -0.82873749 -0.70429644 -0.93276597 0.58886551 -0.98677433 0.085140438 0.018415374 "walking_downstairs" "train" "5"
"807" 0.34199537 0.20148003 -0.88713729 -0.70690676 -0.97300876 0.1165926 0.013835575 "walking_downstairs" "train" "5"
"808" 0.51261513 -0.6009668 0.062064152 0.77277691 -0.99272372 0.10280349 0.020640736 "walking_downstairs" "train" "5"
"809" 0.20939373 -0.31077798 0.9509796 0.44421761 -0.98594352 0.089186432 0.0081157632 "walking_downstairs" "train" "5"
"810" -0.39132725 -0.37807237 0.95198204 -0.83968293 -0.96751618 0.091258056 -0.0070506918 "walking_downstairs" "train" "5"
"811" -0.53493123 -0.6935242 0.94647371 -0.14537441 -0.98041568 0.10131159 0.002528485 "walking_downstairs" "train" "5"
"812" -0.75193239 0.40749535 0.93152483 -0.0075134258 -0.9894769 0.092345811 0.0090757244 "walking_downstairs" "train" "5"
"813" 0.92200604 0.99842548 -0.8496527 -0.32840878 -0.99395197 0.09806363 0.011644427 "walking_downstairs" "train" "5"
"814" 0.62832508 -0.54281649 -0.93172064 0.72293544 -1 0.097509533 0.019515756 "walking_downstairs" "train" "5"
"815" -0.33758387 -0.51331074 0.87196365 -0.21360952 -0.98521246 0.096895521 0.030535218 "walking_downstairs" "train" "5"
"816" -0.85741265 0.75502328 0.90290059 0.65879125 -0.96627041 0.073924211 0.0054987643 "walking_downstairs" "train" "5"
"817" 0.69657297 0.62073841 0.98203094 0.37022756 -0.97465843 0.078328256 0.0098650077 "walking_downstairs" "train" "5"
"818" 0.29226609 -0.85902366 0.96197048 -0.54717002 -0.99739439 0.095595662 0.021743921 "walking_downstairs" "train" "5"
"819" -0.72842445 0.85786566 0.90503634 -0.30949275 -0.99727711 0.10015045 0.018473058 "walking_downstairs" "train" "5"
"820" 0.32289381 0.81396534 -0.74293192 0.31379565 -0.99346846 0.10066145 0.012771098 "walking_downstairs" "train" "5"
"821" -0.21872915 -0.71548903 -0.96107124 -0.51495942 -0.9873756 0.10570243 0.01243925 "walking_downstairs" "train" "5"
"822" -0.65232728 -0.097505846 -0.94117501 0.69671687 -0.99216401 0.094232658 0.01039283 "walking_downstairs" "train" "5"
"823" 0.070231628 0.43763649 -0.91521237 0.75319842 -0.87076993 0.18585429 0.035817396 "walking_upstairs" "train" "5"
"824" 0.72511726 -0.15787031 -0.93128366 0.76847489 -0.78128519 0.24715333 0.043973739 "walking_upstairs" "train" "5"
"825" -0.6393586 0.23981991 -0.96363093 -0.50738633 -0.77330978 0.25293274 0.042668582 "walking_upstairs" "train" "5"
"826" -0.55498385 -0.70038902 -0.93597338 -0.084011544 -0.78037885 0.24907906 0.034315741 "walking_upstairs" "train" "5"
"827" 0.1351666 -0.35416959 -0.78373034 0.10710668 -0.77658579 0.25214775 0.029213174 "walking_upstairs" "train" "5"
"828" 0.44398592 -0.75638393 -0.75043528 -0.078285811 -0.78266359 0.24789521 0.029847245 "walking_upstairs" "train" "5"
"829" -0.1347817 -0.60669215 -0.52369177 0.48287175 -0.78558245 0.24585748 0.030067957 "walking_upstairs" "train" "5"
"830" -0.37027791 0.73128512 0.96848617 0.38020653 -0.78566798 0.24545274 0.033890612 "walking_upstairs" "train" "5"
"831" 0.43143063 -0.72065308 0.96613667 -0.70079823 -0.79597585 0.23855223 0.031323792 "walking_upstairs" "train" "5"
"832" 0.10077966 -0.87042168 -0.96423888 -0.25849256 -0.87044133 0.1873146 0.0085515188 "walking_upstairs" "train" "5"
"833" 0.30743463 -0.47311473 -0.92150581 0.11684113 -0.8040336 0.23355302 0.02142036 "walking_upstairs" "train" "5"
"834" -0.1096905 -0.76049576 -0.92359069 -0.051594485 -0.79077548 0.24099783 0.040972369 "walking_upstairs" "train" "5"
"835" -0.3371862 -0.66832701 -0.95755713 0.47133213 -0.79759789 0.23684578 0.036660548 "walking_upstairs" "train" "5"
"836" -0.43445091 0.14958339 -0.69724728 0.76142008 -0.80369673 0.23306275 0.032718677 "walking_upstairs" "train" "5"
"837" -0.26528693 0.80061703 -0.78823259 0.54183025 -0.79326204 0.2407889 0.026444734 "walking_upstairs" "train" "5"
"838" -0.20051294 0.64233609 0.79008892 0.10027013 -0.77481172 0.2533094 0.030126377 "walking_upstairs" "train" "5"
"839" 0.3580389 0.94256914 0.97205612 -0.84207106 -0.78024606 0.24784198 0.044204709 "walking_upstairs" "train" "5"
"840" -0.17754881 -0.79259637 -0.97276785 0.69623227 -0.8447499 0.20380494 0.037541244 "walking_upstairs" "train" "5"
"841" -0.62578975 0.60760281 -0.95724827 0.63166166 -0.79457734 0.24009205 0.021001472 "walking_upstairs" "train" "5"
"842" -0.10708972 0.48846479 -0.97111749 0.92009425 -0.78664973 0.24434218 0.03761575 "walking_upstairs" "train" "5"
"843" 0.0020233975 -0.27852572 -0.89387507 -0.40800037 -0.77455144 0.25220252 0.041755935 "walking_upstairs" "train" "5"
"844" 0.12257477 0.61617484 -0.7374756 -0.62967523 -0.7774714 0.2505434 0.039056873 "walking_upstairs" "train" "5"
"845" 0.61543273 0.90326959 -0.85005314 0.74160263 -0.79678302 0.23775111 0.033768494 "walking_upstairs" "train" "5"
"846" 0.55249202 -0.51515265 0.96429288 0.67397243 -0.79132433 0.24125006 0.036335324 "walking_upstairs" "train" "5"
"847" 0.25145256 -0.6083221 0.94931798 -0.94085452 -0.78468782 0.24574598 0.037306213 "walking_upstairs" "train" "5"
"848" 0.0061192507 0.4581824 0.49096208 -0.88151513 -0.94023438 0.11597546 -0.022237837 "standing" "train" "5"
"849" 0.0053584518 0.033621339 0.61735051 -0.20793634 -0.81716103 0.10212104 -0.11534374 "standing" "train" "5"
"850" 0.055372304 -0.14501905 0.90168003 -0.47268433 -0.79173678 0.096025321 -0.1337282 "standing" "train" "5"
"851" 0.038995034 0.077223885 0.68684958 -0.39976869 -0.81587682 0.097665472 -0.11639851 "standing" "train" "5"
"852" 0.13591825 0.067906527 0.61329368 0.41405153 -0.82352912 0.094671551 -0.11090407 "standing" "train" "5"
"853" 0.0045594801 -0.61310746 -0.57664703 -0.56584588 -0.8259205 0.093152998 -0.10915662 "standing" "train" "5"
"854" 0.037236332 -0.10162259 -0.3927294 0.12420828 -0.82334813 0.095465232 -0.11104224 "standing" "train" "5"
"855" 0.029899396 0.18951074 0.19229501 0.38457678 -0.82749858 0.092218984 -0.10799439 "standing" "train" "5"
"856" 0.034667666 -0.035193037 0.31059111 -0.025755124 -0.84816488 0.083225904 -0.092391414 "standing" "train" "5"
"857" -0.0079879501 0.080741008 -0.36355722 -0.77995012 -0.85135006 0.079752794 -0.089565146 "standing" "train" "5"
"858" -0.24990479 -0.099951387 -0.82204741 0.72688025 -0.84616142 0.083716508 -0.093901365 "standing" "train" "5"
"859" -0.012644513 -0.029589472 -0.0042076741 -0.22781094 -0.84779937 0.083618825 -0.09270582 "standing" "train" "5"
"860" -0.00772352 0.070837094 -0.49310332 0.19207773 -0.84515508 0.080965602 -0.094253211 "standing" "train" "5"
"861" -0.079515018 0.014291392 -0.29034651 0.60234438 -0.83969327 0.081388034 -0.09827024 "standing" "train" "5"
"862" -0.079798697 0.1371143 -0.038592698 0.25218255 -0.84885947 0.19389819 -0.025818329 "standing" "train" "5"
"863" 0.0096018373 0.014789122 0.43039151 -0.59609441 -0.92491962 0.10025282 -0.03800813 "standing" "train" "5"
"864" 0.11560821 -0.34667977 0.30736146 0.23732372 -0.89873728 0.093120706 -0.056875211 "standing" "train" "5"
"865" -0.11370854 0.31237227 0.28486615 0.30237724 -0.90594839 0.098120323 -0.051747556 "standing" "train" "5"
"866" 0.013483426 0.15863433 -0.18359429 0.0086760799 -0.91018787 0.097664465 -0.048716196 "standing" "train" "5"
"867" -0.0062910141 0.01733843 -0.85946744 0.30152143 -0.90573066 0.093787356 -0.051881263 "standing" "train" "5"
"868" -0.16915184 0.06376238 0.61800916 -0.91583642 -0.9080758 0.094555671 -0.050223249 "standing" "train" "5"
"869" 0.044309983 0.0706525 0.95307906 0.53362253 -0.90829233 0.094983048 -0.050078209 "standing" "train" "5"
"870" 0.097176795 -0.63917176 -0.30349586 -0.55614512 -0.90286188 0.091841806 -0.05383871 "standing" "train" "5"
"871" -0.0039603777 0.46311536 -0.22891284 0.073794992 -0.90328276 0.090578099 -0.053438215 "standing" "train" "5"
"872" -0.048071151 0.19181522 -0.84192745 0.73078252 -0.9047043 0.097305143 -0.052658521 "standing" "train" "5"
"873" -0.067892666 -0.54115278 -0.1579799 -0.17845321 -0.9078502 0.10356041 -0.049986638 "standing" "train" "5"
"874" 0.033081445 -0.1380676 -0.22115389 -0.24812894 -0.90956906 0.10104252 -0.048992156 "standing" "train" "5"
"875" 0.067451318 0.072671806 -0.63487535 -0.85222246 -0.90516825 0.098439752 -0.052297706 "standing" "train" "5"
"876" -0.013512549 -0.28530163 -0.20169334 -0.62219125 -0.77434478 -0.020469677 -0.091493721 "sitting" "train" "5"
"877" -0.11693458 0.019171517 -0.23304228 -0.27857209 -0.74079127 -0.048868852 -0.092885635 "sitting" "train" "5"
"878" -0.0053501089 0.16144983 -0.30452569 0.64248292 -0.73020338 -0.053384116 -0.099078092 "sitting" "train" "5"
"879" 0.094239479 0.10657392 -0.2234199 0.2069923 -0.7366267 -0.049493544 -0.09690599 "sitting" "train" "5"
"880" 0.052348503 -0.64086054 0.47212813 -0.088437266 -0.73737479 -0.049617686 -0.095866175 "sitting" "train" "5"
"881" -0.18459184 0.3182542 0.13048461 0.11797407 -0.73476519 -0.050472214 -0.097738404 "sitting" "train" "5"
"882" -0.044026507 -0.14421748 0.43695166 -0.26875214 -0.73511712 -0.050646359 -0.097092748 "sitting" "train" "5"
"883" 0.1154002 -0.30271274 -0.23462303 -0.26642307 -0.73812093 -0.050227653 -0.094146827 "sitting" "train" "5"
"884" 0.075909603 -0.18552876 -0.51184235 -0.057413621 -0.73984673 -0.050085493 -0.092296657 "sitting" "train" "5"
"885" 0.010811395 -0.11081416 0.40655925 0.088131228 -0.7404731 -0.049975815 -0.091703341 "sitting" "train" "5"
"886" 0.045218107 0.057766667 -0.50831622 0.43370237 -0.7389886 -0.049900915 -0.093576791 "sitting" "train" "5"
"887" -0.044061556 -0.020738037 0.5223052 -0.46368515 -0.93888677 0.097737549 0.063768001 "sitting" "train" "5"
"888" -0.063348359 0.38104435 0.48928075 -0.40955412 -0.95303571 0.12442413 0.038483914 "sitting" "train" "5"
"889" 0.24038187 -0.083511326 0.34388222 -0.46750182 -0.92637066 0.13219739 0.05811329 "sitting" "train" "5"
"890" 0.034655814 0.38931159 -0.10632951 -0.2278501 -0.93010715 0.1322582 0.054314091 "sitting" "train" "5"
"891" -0.044766953 0.18361605 -0.38696386 0.14591359 -0.9532745 0.12873828 0.029329209 "sitting" "train" "5"
"892" -0.015578352 -0.24132623 -0.34822974 -0.21251503 -0.9577434 0.12659754 0.025526611 "sitting" "train" "5"
"893" -0.077098953 -0.42275743 -0.3573122 0.077983054 -0.95530366 0.12751764 0.028534753 "sitting" "train" "5"
"894" 0.12543659 0.2438262 -0.44801373 0.62886855 -0.95139069 0.12949241 0.031127758 "sitting" "train" "5"
"895" 0.12955113 0.25348033 -0.30654252 0.063345782 -0.95232883 0.12847976 0.031937249 "sitting" "train" "5"
"896" 0.001908255 -0.1997801 0.085424638 -0.54341764 -0.95485043 0.12646872 0.03219703 "sitting" "train" "5"
"897" 0.53375821 0.2699041 -0.12452602 -0.23406006 0.5723508 -0.78865736 -0.20660761 "laying" "train" "5"
"898" 0.11137855 -0.21819546 -0.12122793 0.1288032 0.57266358 -0.78773123 -0.20758736 "laying" "train" "5"
"899" -0.16493227 0.37154924 -0.11369137 0.067108509 0.55893137 -0.78231406 -0.21235382 "laying" "train" "5"
"900" 0.074314293 -0.0010549359 -0.32982829 0.62879234 0.56721379 -0.78241473 -0.21283063 "laying" "train" "5"
"901" 0.68858884 0.47053131 0.3043594 -0.11086231 0.56815726 -0.78142896 -0.21391385 "laying" "train" "5"
"902" 0.18878753 0.22901044 0.014875921 -0.66745715 0.56799105 -0.78125175 -0.21408889 "laying" "train" "5"
"903" -0.074242864 -0.59288485 0.31448488 0.40467719 0.56895449 -0.78004406 -0.21540227 "laying" "train" "5"
"904" -0.1596856 -0.49437184 0.32367924 -0.85228089 0.56960353 -0.77712991 -0.2184739 "laying" "train" "5"
"905" -0.087490997 0.43002792 0.63114835 0.060215944 0.57035212 -0.77762205 -0.21800064 "laying" "train" "5"
"906" -0.33969931 0.33637406 -0.30206149 0.093907596 0.57091948 -0.77877466 -0.21682917 "laying" "train" "5"
"907" 0.064889642 0.60355306 -0.49283893 -0.47558739 0.5710962 -0.77979208 -0.2157784 "laying" "train" "5"
"908" 0.032076786 0.15954668 -0.66354475 -0.1082563 0.57349114 -0.7848176 -0.2106602 "laying" "train" "5"
"909" 0.49746966 0.078478939 -0.080589991 0.31294461 0.60021924 -0.81636994 -0.17821264 "laying" "train" "5"
"910" -0.69525559 -0.14487544 -0.035674995 0.10701222 0.5879556 -0.81121622 -0.18362512 "laying" "train" "5"
"911" -0.16115747 0.38612509 0.00086621617 0.16445582 0.58403082 -0.81188615 -0.18285998 "laying" "train" "5"
"912" 0.57005127 0.3380152 0.12064425 -0.16464249 0.58737899 -0.81294959 -0.18181555 "laying" "train" "5"
"913" -0.19661127 0.48724336 0.23460062 -0.46182109 0.5871343 -0.81310891 -0.18164645 "laying" "train" "5"
"914" 0.23415988 -0.41581994 0.20687731 0.17112731 0.58726621 -0.81230426 -0.1824849 "laying" "train" "5"
"915" 0.089219537 -0.037575636 0.12036812 -0.12093692 0.5870676 -0.8123026 -0.18248377 "laying" "train" "5"
"916" -0.24817278 0.12931936 -0.09757088 -0.19912601 0.58675132 -0.81324019 -0.1815042 "laying" "train" "5"
"917" -0.86836146 -0.2427217 -0.41938524 0.30006199 0.58712323 -0.8139089 -0.18081456 "laying" "train" "5"
"918" 0.12258234 0.045315984 -0.36209927 -0.19131017 0.58715892 -0.81377544 -0.18095383 "laying" "train" "5"
"919" 0.11005428 0.069174306 0.24028282 -0.41032793 0.5877667 -0.81418536 -0.18053596 "laying" "train" "5"
"920" 0.21141499 -0.011443919 0.28105235 0.25811651 0.59020684 -0.81544061 -0.17925432 "laying" "train" "5"
"921" 0.024603285 -0.47429159 -0.96053059 0.85867596 -0.89173738 0.16924991 -0.0068948707 "walking" "train" "5"
"922" -0.64794489 0.62267617 -0.76772901 0.84594355 -0.86521271 0.18990979 0.00070290977 "walking" "train" "5"
"923" 0.78857332 0.41093531 0.93653371 0.5498252 -0.86031878 0.19366504 0.0028175261 "walking" "train" "5"
"924" 0.21163023 -0.62462935 0.76160856 -0.96561497 -0.86814828 0.18805162 0.001886151 "walking" "train" "5"
"925" -0.60284656 0.57548492 -0.072210923 -0.62868575 -0.87520399 0.18310541 0.001856723 "walking" "train" "5"
"926" 0.5479617 -0.23775824 -0.66826212 0.2833021 -0.88948889 0.17293847 0.0011777585 "walking" "train" "5"
"927" -0.55906891 -0.87672556 0.23709907 0.2542588 -0.90004045 0.1658041 0.0026872007 "walking" "train" "5"
"928" -0.33122901 0.76545648 0.82672466 0.15293123 -0.898119 0.16730726 0.0034547228 "walking" "train" "5"
"929" 0.62486883 -0.014564478 0.90218625 -0.37050645 -0.89084177 0.17145102 -0.001238471 "walking" "train" "5"
"930" -0.71583374 0.065784271 -0.81543742 -0.42500268 -0.88745743 0.17386537 -0.0011850348 "walking" "train" "5"
"931" 0.1228142 0.67878618 -0.78237855 0.073189944 -0.88309623 0.17803727 0.0046706632 "walking" "train" "5"
"932" 0.52131155 -0.60805221 -0.86272243 0.058510399 -0.87943201 0.18093859 0.0072878591 "walking" "train" "5"
"933" -0.70050441 0.36377723 0.066257809 0.50094184 -0.87962974 0.18092978 0.0084577227 "walking" "train" "5"
"934" 0.13243652 -0.76334652 0.88632514 -0.90317419 -0.90949433 0.15316197 -0.013748787 "walking" "train" "5"
"935" -0.77090091 -0.38439379 0.91920917 -0.96118825 -0.85984989 0.19341543 -0.00075233499 "walking" "train" "5"
"936" 0.23646977 0.93172671 -0.54210221 -0.32521813 -0.85887092 0.19506712 0.0058744814 "walking" "train" "5"
"937" 0.38927258 -0.81876582 -0.90951164 0.73925809 -0.85743746 0.19618114 0.0069757621 "walking" "train" "5"
"938" -0.64808566 0.68348145 0.051115592 0.78168551 -0.8595606 0.19466164 0.0065406906 "walking" "train" "5"
"939" 0.83326467 0.23822041 0.80817786 -0.28825826 -0.87055147 0.1870079 0.0063925478 "walking" "train" "5"
"940" 0.16738031 -0.59302356 0.075156897 -0.40965605 -0.88465823 0.17733759 0.0075663755 "walking" "train" "5"
"941" -0.37961673 0.43914636 -0.67847747 -0.72401583 -0.89747024 0.16835282 0.0070677131 "walking" "train" "5"
"942" 0.75367025 -0.15108074 -0.88749526 -0.10546992 -0.89918388 0.16649708 0.0031369446 "walking" "train" "5"
"943" -0.61746709 -0.74423174 -0.82579691 0.34230096 -0.89354507 0.16979106 -0.00012453826 "walking" "train" "5"
"944" -0.43555257 0.66061628 0.93805428 0.27317795 -0.8929102 0.17026483 -1.9231462e-05 "walking" "train" "5"
"945" 0.62944984 0.12039255 0.80491575 0.13676304 -0.89323783 0.17053434 0.0023726148 "walking" "train" "5"
"946" -0.20615156 -0.75168364 0.82026479 0.65252736 -0.89364241 0.17091591 0.0063107964 "walking" "train" "5"
"947" -0.29168314 -0.67767295 0.91638244 -0.66923623 -0.89996649 0.1564072 -0.021507573 "walking_downstairs" "train" "5"
"948" -0.83674179 0.8841235 0.93303577 0.8322449 -0.92919497 0.137666 -0.012967243 "walking_downstairs" "train" "5"
"949" 0.68983619 0.87778258 0.98069181 0.39899081 -0.92739305 0.13991487 -0.011840789 "walking_downstairs" "train" "5"
"950" 0.86976422 -0.81654834 0.91736799 -0.85932639 -0.90916369 0.15640114 -0.0070885677 "walking_downstairs" "train" "5"
"951" -0.63495122 -0.71482046 0.74516435 -0.0041126906 -0.90624325 0.15865693 -0.0068409322 "walking_downstairs" "train" "5"
"952" -0.25487529 0.6870023 -0.76735352 0.32102883 -0.89909635 0.16600865 0.00055055877 "walking_downstairs" "train" "5"
"953" -0.013398669 0.09251239 -0.97587326 -0.30775941 -0.88579899 0.17566947 0.0018610085 "walking_downstairs" "train" "5"
"954" -0.59242912 0.56998085 -0.91418263 0.84676885 -0.90499289 0.15689688 -0.013255031 "walking_downstairs" "train" "5"
"955" 0.080781726 0.70046859 0.98597328 -0.64385767 -0.90836799 0.16089387 0.008078954 "walking_downstairs" "train" "5"
"956" -0.62799241 -0.56411949 0.91371594 0.92148138 -0.89382909 0.16657534 -0.010226496 "walking_downstairs" "train" "5"
"957" 0.80610256 0.23499243 0.94866639 0.36469379 -0.90397912 0.15721813 -0.014209476 "walking_downstairs" "train" "5"
"958" 0.28007731 0.67885577 0.93067819 -0.67861512 -0.9019659 0.16144594 -0.0078434911 "walking_downstairs" "train" "5"
"959" 0.18562589 -0.70520447 -0.31204907 -0.73542509 -0.89623694 0.16383526 -0.012620483 "walking_downstairs" "train" "5"
"960" -0.64295712 0.82141208 -0.95495282 -0.88566093 -0.89433446 0.16625402 -0.01008609 "walking_downstairs" "train" "5"
"961" 0.026679289 -0.7661665 -0.96460699 -0.57060055 -0.89741125 0.16663073 -0.001804026 "walking_downstairs" "train" "5"
"962" 0.036180395 -0.24901154 -0.90887974 0.30645437 -0.85432098 0.19804224 0.0042906176 "walking_downstairs" "train" "5"
"963" -0.46741428 0.31234481 0.43762339 0.87284897 -0.91030153 0.1562855 -0.0051304779 "walking_downstairs" "train" "5"
"964" 0.27693523 0.52272295 0.97606979 0.31344226 -0.93262941 0.14373765 0.0072143154 "walking_downstairs" "train" "5"
"965" 0.65844565 0.72479795 0.96133334 -0.4039997 -0.90991625 0.16044214 0.014858956 "walking_downstairs" "train" "5"
"966" -0.52733525 -0.45077642 0.68512869 -0.46396057 -0.89369018 0.17160143 0.013696555 "walking_downstairs" "train" "5"
"967" 0.65602839 -0.88605502 -0.9783442 -0.28275959 -0.88446213 0.17743098 0.0072086178 "walking_downstairs" "train" "5"
"968" -0.27777648 -0.78293056 -0.970871 -0.045684836 -0.89856335 0.16544708 -0.0031255399 "walking_downstairs" "train" "5"
"969" 0.30284618 0.54023884 -0.85599337 0.45750526 -0.7653628 0.25787291 0.046486859 "walking_upstairs" "train" "5"
"970" 0.72559132 -0.60014375 -0.92425744 0.28304932 -0.68756771 0.31276592 0.041079442 "walking_upstairs" "train" "5"
"971" -0.18799356 -0.86572026 -0.95525296 -0.46196282 -0.69230309 0.31027811 0.031783191 "walking_upstairs" "train" "5"
"972" -0.84925205 -0.67266263 -0.9727381 -0.014975234 -0.70359115 0.30229086 0.03427418 "walking_upstairs" "train" "5"
"973" -0.55709867 0.075999159 -0.78455007 0.4550276 -0.69819621 0.30545789 0.040462546 "walking_upstairs" "train" "5"
"974" -0.21317641 0.76502194 -0.18334505 0.26253163 -0.6868293 0.31336918 0.040201877 "walking_upstairs" "train" "5"
"975" 0.5106088 0.74291015 0.92867448 0.29399671 -0.69197277 0.30971554 0.041026299 "walking_upstairs" "train" "5"
"976" 0.62963263 -0.9764537 0.96424138 -0.32026076 -0.71513308 0.29282135 0.047302042 "walking_upstairs" "train" "5"
"977" 0.3686252 -0.17086655 0.9126698 0.04081232 -0.77969972 0.24923536 0.037136118 "walking_upstairs" "train" "5"
"978" 0.34074765 -0.9592416 0.87209246 -0.74466382 -0.69797156 0.30495994 0.04594662 "walking_upstairs" "train" "5"
"979" -0.69127471 -0.84863269 -0.93383049 -0.054567157 -0.69366387 0.30827051 0.043427464 "walking_upstairs" "train" "5"
"980" -0.88151748 0.70900776 -0.90065135 0.38757808 -0.68285135 0.31579022 0.043333491 "walking_upstairs" "train" "5"
"981" -0.64344842 0.43182557 -0.64048913 -0.35838578 -0.69217787 0.30870875 0.04803007 "walking_upstairs" "train" "5"
"982" 0.30379989 0.42602348 -0.82825409 0.83004409 -0.69687086 0.3056632 0.046416361 "walking_upstairs" "train" "5"
"983" 0.56910773 0.66549284 0.97124746 0.61538875 -0.67849567 0.31807969 0.049137455 "walking_upstairs" "train" "5"
"984" 0.079391867 -0.89230337 0.93902321 -0.06730906 -0.77932065 0.24803722 0.046806427 "walking_upstairs" "train" "5"
"985" -0.77543295 0.83825918 0.35966084 -0.78228787 -0.71051223 0.29612429 0.046722763 "walking_upstairs" "train" "5"
"986" 0.84895145 -0.51748512 -0.85140867 -0.55599863 -0.71372242 0.29416422 0.044715427 "walking_upstairs" "train" "5"
"987" 0.49966887 -0.62262055 -0.91866874 0.53590016 -0.722527 0.2880906 0.044313024 "walking_upstairs" "train" "5"
"988" -0.17882701 -0.30836691 -0.83849222 0.85301609 -0.70261136 0.30202718 0.043647518 "walking_upstairs" "train" "5"
"989" -0.64856126 -0.19815692 0.74683182 0.39962198 -0.68204223 0.31696955 0.037198837 "walking_upstairs" "train" "5"
"990" -0.67144666 0.51188102 0.93469467 -0.41500061 -0.68297372 0.31565334 0.043781535 "walking_upstairs" "train" "5"
"991" -0.26618388 0.0067773457 -0.18356629 0.19066187 -0.81736481 0.19652346 -0.064531423 "standing" "train" "6"
"992" -0.061695653 -0.3957336 -0.42960747 -0.22062474 -0.80759872 0.20514375 -0.06423758 "standing" "train" "6"
"993" 0.01250841 -0.052051479 -0.79643887 0.63693379 -0.80292718 0.21061129 -0.0619374 "standing" "train" "6"
"994" 0.040433695 0.20386201 -0.3781695 0.42463516 -0.7971983 0.21564061 -0.061422991 "standing" "train" "6"
"995" 0.010776258 -0.25506087 0.25362346 0.3762148 -0.79636944 0.21340483 -0.065948772 "standing" "train" "6"
"996" 0.047849912 -0.07045811 0.40473757 -0.42320035 -0.79773292 0.20925189 -0.070252529 "standing" "train" "6"
"997" -0.096017657 -0.027190647 -0.12311503 -0.63508056 -0.79747599 0.20962195 -0.07004557 "standing" "train" "6"
"998" 0.061970189 -0.057019541 0.61938148 0.073901775 -0.79691045 0.21058625 -0.069373912 "standing" "train" "6"
"999" 0.25589559 0.25187379 0.21478781 0.62450335 -0.79594126 0.20974329 -0.071684427 "standing" "train" "6"
"1000" -0.36553182 0.41474207 -0.70296773 0.076990802 -0.79621199 0.20966146 -0.071478886 "standing" "train" "6"
"1001" -0.033854472 0.0020982814 -0.51140666 -0.027652075 -0.79611263 0.21002595 -0.071097433 "standing" "train" "6"
"1002" 0.65741329 -0.090401706 -0.63617936 0.34315779 -0.79442509 0.21014286 -0.072911795 "standing" "train" "6"
"1003" -0.045230909 -0.082524046 -0.21553649 -0.25523643 -0.79480711 0.20986479 -0.072841983 "standing" "train" "6"
"1004" -0.16153265 0.093167792 0.081520389 0.076217725 -0.71583727 0.27505982 -0.069176919 "standing" "train" "6"
"1005" 0.010068026 0.11731749 0.2915419 0.2717632 -0.75020712 0.24871587 -0.069005512 "standing" "train" "6"
"1006" 0.014577273 -0.30689103 0.44187938 -0.39241339 -0.75013692 0.25473562 -0.056905023 "standing" "train" "6"
"1007" -0.0063857242 -0.11840988 0.52073891 -0.39585904 -0.73739247 0.26422671 -0.057094522 "standing" "train" "6"
"1008" -0.042096844 -0.0320426 0.83964942 0.91353868 -0.732784 0.26655778 -0.059696969 "standing" "train" "6"
"1009" 0.091042854 -0.26735299 0.45769114 0.62400613 -0.73581335 0.26397353 -0.060395993 "standing" "train" "6"
"1010" -0.0071324292 0.058060239 0.49039062 -0.55265569 -0.73852162 0.26072766 -0.063018786 "standing" "train" "6"
"1011" -0.046866791 0.22276111 0.3375559 -0.89303633 -0.73110907 0.26711833 -0.061286153 "standing" "train" "6"
"1012" 0.036589065 -0.20844932 -0.62225106 -0.74640545 -0.72305124 0.27576811 -0.054909003 "standing" "train" "6"
"1013" 0.0062696575 0.11336474 -0.46869582 -0.15352547 -0.72132342 0.27896695 -0.049728009 "standing" "train" "6"
"1014" -0.0064135839 0.094879158 -0.35277881 0.96648142 -0.71675787 0.28244585 -0.049301967 "standing" "train" "6"
"1015" -0.024350352 -0.016316451 -0.35952034 0.60821473 -0.71646023 0.28119338 -0.053390536 "standing" "train" "6"
"1016" 0.012422955 -0.01524629 -0.16156585 0.40739089 -0.72021822 0.27968316 -0.049982685 "standing" "train" "6"
"1017" 0.026836028 -0.027803967 0.27826404 -0.1417435 -0.72159367 0.28035441 -0.04510931 "standing" "train" "6"
"1018" -0.004607697 -0.027640826 0.76981521 -0.24921881 -0.72387618 0.27742503 -0.048822758 "standing" "train" "6"
"1019" 0.26601437 -0.092726732 0.69967409 0.78157082 -0.72624574 0.2739637 -0.053485335 "standing" "train" "6"
"1020" 0.15549495 0.13276113 0.75884948 0.79724889 -0.72724288 0.27322537 -0.053493507 "standing" "train" "6"
"1021" 0.07224114 0.13353987 -0.26936812 -0.38886894 -0.68023082 -0.046300179 -0.15757349 "sitting" "train" "6"
"1022" 0.19429474 -0.38667645 -0.22652553 0.3896396 -0.66927073 -0.069596887 -0.14511884 "sitting" "train" "6"
"1023" -0.12901227 -0.0095072061 -0.21893183 0.13020419 -0.66323611 -0.07432923 -0.14602725 "sitting" "train" "6"
"1024" -0.021491569 -0.40308144 -0.14278779 0.2418816 -0.65760617 -0.077134632 -0.14865035 "sitting" "train" "6"
"1025" 0.041922163 0.034011825 0.39476259 0.36486979 -0.6600235 -0.078281783 -0.14485746 "sitting" "train" "6"
